??Title	Description	Creator	Subject	Date	Coverage - Geographic	Extent	Genre	Type of Material	Language	Note	Identifier	Provenance	Use Rights	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
"Alterations and additions to house in Saanich, B.C., for the Hon. W.C. Nichol"	"Item is an architectural drawing by Samuel Maclure prepared for Hon. Walter C. Nichol of Sidney, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1924-1926	"Miraloma (now ""The Latch""), 2328 Harbour Road, Sidney, B.C."	"1 of 35 drawings: 28 pencil on paper, 5 ink on paper, 2 blueprints; 69 x 92 cm or smaller"	architectural drawings AAT		eng	"This file contains proposals, contract drawings and extensive detail drawings. The proposal and contract drawings show plans and elevations. A detailed item list is available. The proposal dated Dec. 1924 (AP1290-AP1291) shows a two-storey house. The ground floor comprises a porch, vestibule and adjoining cloak room and lavatory, hall, drawing room, smoking room, lavatory, dining room, kitchen, pantry, bedroom and bathroom. A terrace extends two-thirds of the way across the back of the house. The second floor consists of the upper hall, eight bedrooms, four bathrooms and a linen room. The alterations and additions to the Copeland farm house produce a two-storey house with basement. The lower floor consists of a smoking room or library, dining room, kitchen, pantry, storeroom, two porches off the kitchen, cook's room, three bedrooms, two bathrooms and two verandas. The upper floor comprises a hall, drawing room, four bedrooms, two bathrooms, three balconies and a veranda. A porch adjoins the hall and veranda and is connected to the porte cochere. The wooden framing is covered with unbarked wood slabs. The file also contains sketches or drawings for a summer house, gardner's cottage, dance pavilion, garages, garden paths and a terrace. The contract drawings (AP1294, AP1296-AP1298, AP1305, AP1315 and AP1318) refer to contracts dated May 1, May 8 and Oct. 29, 1925. All are signed: ""Hunter & Halket, per E.J. Hunter [and] W.C. Nichol""."	"SC075, Acc. 1980-067, AP1304"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3139	3139	3140.jp2	/collection35/image/3140.jp2
																				
																				
"Alterations and additions to house in Wilmot Place, Oak Bay, for Lawrence M. Earle, Esq."	"Item is an architectural drawing by Samuel Maclure prepared for Lawrence M. Earle of Oak Bay, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1922-1924	"Wilmot House, 2157 Cubbon Drive, Oak Bay, B.C."	"1 of 26 drawings: 19 pencil on paper, 4 ink on paper, 2 ink on linen, 1 blueprint; 46 x 65 cm or smaller"	architectural drawings AAT	Still Image	eng	"Plans and elevations. Also includes wiring diagrams. Alterations and additions to a two-storey house with basement and plans for a garage and gardener's cottage. The numerous floor layout proposals cannot be economically described. The original half timbering on the exterior appears to be retained in the alterations. Maclure originally designed the house in 1911 for J.D. Pemberton, Jr. (see file 145) and prepared plans of additions in 1917 for Mrs. Harold Lewis (see file 115). Its original address was 1652 Wilmot Place."	"SC075, Acc. 1980-067, AP482"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2315	2315	2316.jp2	/collection35/image/2316.jp2
																				
																				
"House for Mrs. L.A. Genge, Humboldt Street, Victoria, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for Gertrude Rithet Genge (Mrs. Lawrence A. Genge) of Victoria, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1908-1913	"998 Humboldt Street, Victoria, B.C."	"1 of 7 drawings: 1 pencil on paper, 4 ink on linen, 2 blueprints; 42 x 71 cm or smaller"	architectural drawings AAT	Still Image	eng	"Working drawings of the original building (AP580-AP581) and the later alteration (AP582 AP586) consist of plans and elevations. The blueprints of the original building show some alterations sketched in. Two-storey house with basement. In the original house design (1908) the basement includes a servant's room, coal and wood bin and a laundry room. The ground floor is comprised of a hall with adjoining lavatory, drawing room, library, dining room, kitchen, pantry, larder and two verandas. The second floor contains three bedrooms, a dressing room, two bathrooms and a balcony. The wood-frame construction is finished in half timbering on the second floor. The ground-floor exterior treatment is not specified in this drawing set, but the plans of the later alterations (see below) call for shingles here. The basement is stone. Leaded glass is specified for many second floor windows. The alterations of 1913 extend the back of the house and call for the development of the attic as a usable living space. On the ground floor the library is considerably enlarged, and a coat room, lavatory and servant's room are installed. The southeast veranda is extended forward bringing it flush with its mate on the other side of the house, and both are enclosed in glass all around. A partially glassed-in archway between the two verandas leads in to the stairway to the porch. Second-floor alterations include conversion of the northwest bedroom to a work room and the addition of a sleeping balcony, bathroom, alcove and bedroom. The rear stairway is extended to the attic, which is opened by the addition of three dormers. A drying room and play room occupy this space. The original exterior treatment of the house is maintained on the additions and alterations."	"SC075, Acc. 1980-067, AP583"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2415	2415	2416.jp2	/collection35/image/2416.jp2
"Alterations and additions to house in Saanich, B.C., for the Hon. W.C. Nichol"	"Item is an architectural drawing by Samuel Maclure prepared for Hon. Walter C. Nichol of Sidney, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1924-1926	"Miraloma (now ""The Latch""), 2328 Harbour Road, Sidney, B.C."	"1 of 35 drawings: 28 pencil on paper, 5 ink on paper, 2 blueprints; 69 x 92 cm or smaller"	architectural drawings AAT		eng	"This file contains proposals, contract drawings and extensive detail drawings. The proposal and contract drawings show plans and elevations. A detailed item list is available. The proposal dated Dec. 1924 (AP1290-AP1291) shows a two-storey house. The ground floor comprises a porch, vestibule and adjoining cloak room and lavatory, hall, drawing room, smoking room, lavatory, dining room, kitchen, pantry, bedroom and bathroom. A terrace extends two-thirds of the way across the back of the house. The second floor consists of the upper hall, eight bedrooms, four bathrooms and a linen room. The alterations and additions to the Copeland farm house produce a two-storey house with basement. The lower floor consists of a smoking room or library, dining room, kitchen, pantry, storeroom, two porches off the kitchen, cook's room, three bedrooms, two bathrooms and two verandas. The upper floor comprises a hall, drawing room, four bedrooms, two bathrooms, three balconies and a veranda. A porch adjoins the hall and veranda and is connected to the porte cochere. The wooden framing is covered with unbarked wood slabs. The file also contains sketches or drawings for a summer house, gardner's cottage, dance pavilion, garages, garden paths and a terrace. The contract drawings (AP1294, AP1296-AP1298, AP1305, AP1315 and AP1318) refer to contracts dated May 1, May 8 and Oct. 29, 1925. All are signed: ""Hunter & Halket, per E.J. Hunter [and] W.C. Nichol""."	"SC075, Acc. 1980-067, AP1322"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/3157	3157	3158.jp2	/collection35/image/3158.jp2
																				
"House for W.F. Huntting, Esq., Shaughnessy Heights, Vancouver, B.C."	"Item is an architectural drawing by Samuel Maclure prepared for W.F. Huntting of Vancouver, B.C."	"Maclure, Samuel, 1860-1929"	Architecture	1911-1913	"3689 Angus Drive, Vancouver, B.C."	"1 of 25 drawings: 3 pencil on paper, 3 ink on paper, 19 ink on linen; 74 x 73 cm or smaller"	architectural drawings AAT		eng	"The file consists of the contract drawings (AP911-AP922, AP927), consultant's drawings (AP905-AP910) and full-scale shop drawings. A block plan, building plans, elevations, section, details and heating and electrical plans are included. Two-storey house with basement and attic. The basement includes a servant's room, bathroom, laundry, wood and coal bins, store room and wine cellar. The ground floor comprises a vestibule, hall, lavatory, drawing room, living room, dining room kitchen, pantry, larder, servant's hall and veranda. The second floor (called ""first floor"" on the drawing) consists of four bedrooms, two bathrooms and a balcony. Two bedrooms, two box rooms and a bathroom make up the attic. The two-bay garage has an unfinished attic. There is a later plan for a greenhouse to be attached to the garage. The contract drawings are inscribed: ""This is one of the drawings referred to in our contract dated Feb [blank] 1912, Vancouver, B.C. [Signed] Macpherson & Sinclair [per] J.M.S."" The heating and electrical plans were prepared by Erwin L. Weber, consulting domestic engineer."	"SC075, Acc. 1980-067, AP910"	"Samuel Maclure fonds (SC075), Special Collections and University Archives, University of Victoria"	"This material may be protected by copyright. Personal use of this material is without restriction but acknowledgement of Special Collections and University Archives, University of Victoria is requested whether the use is oral, web or in print. Commercial use of any portion of this material requires permission from Special Collections and University Archives."		4/13/2017	4/13/2017	http://contentdm.library.uvic.ca:80/cdm/ref/collection/collection35/id/2742	2742	2743.jp2	/collection35/image/2743.jp2
